
time,ax,ay,az,wx,wy,wz,
0.027425,0.0000,0.0000,0.0000,-0.0218,-0.0018,0.0516,
0.036192,0.0000,0.0000,0.0000,-0.0206,-0.0018,0.0418,
0.057070,0.0000,0.0000,0.0000,-0.0206,-0.0018,0.0418,
0.102073,0.0000,0.0000,0.0000,-0.0275,-0.0374,0.0269,
0.122182,0.0000,0.0000,0.0000,-0.0275,-0.0374,0.0269,
0.167462,0.0000,0.0000,0.0000,-0.0002,0.0002,-0.0168,
0.187966,0.0000,0.0000,0.0000,-0.0002,0.0002,-0.0168,
0.233285,0.0000,0.0000,0.0000,0.0072,-0.0486,-0.0173,
0.253932,0.0000,0.0000,0.0000,0.0072,-0.0486,-0.0173,
0.298201,0.0000,0.0000,0.0000,0.0003,-0.0588,-0.0139,
0.319649,0.0000,0.0000,0.0000,0.0003,-0.0588,-0.0139,
0.364923,0.0000,0.0000,0.0000,-0.0165,-0.0391,0.0079,
0.385101,0.0000,0.0000,0.0000,-0.0165,-0.0391,0.0079,
0.429264,0.0000,0.0000,0.0000,-0.0029,0.0046,0.0168,
0.450100,0.0000,0.0000,0.0000,-0.0029,0.0046,0.0168,
0.495690,0.0000,0.0000,0.0000,0.0719,0.1381,0.0330,
0.515680,0.0000,0.0000,0.0000,0.0719,0.1381,0.0330,
0.516790,0.0826,-0.0596,0.0032,0.0719,0.1381,0.0330,
0.561341,0.0826,-0.0596,0.0032,0.0925,0.1382,0.0029,
0.581323,0.0826,-0.0596,0.0032,0.0925,0.1382,0.0029,
0.582712,0.1002,-0.1343,0.1738,0.0925,0.1382,0.0029,
0.625668,0.1002,-0.1343,0.1738,0.1289,0.2059,-0.0260,
0.646792,0.1002,-0.1343,0.1738,0.1289,0.2059,-0.0260,
0.647597,-0.1825,0.1580,0.3888,0.1289,0.2059,-0.0260,
0.691357,-0.1825,0.1580,0.3888,0.1416,0.1608,0.0102,
0.713418,-0.1825,0.1580,0.3888,0.1416,0.1608,0.0102,
0.715078,0.0831,0.0025,0.2452,0.1416,0.1608,0.0102,
0.756440,0.0831,0.0025,0.2452,0.1362,0.1379,0.0273,
0.778515,0.0831,0.0025,0.2452,0.1362,0.1379,0.0273,
0.779389,-0.0591,-0.2003,0.1410,0.1362,0.1379,0.0273,
0.821971,-0.0591,-0.2003,0.1410,0.1726,0.3088,-0.0174,
0.845982,-0.0591,-0.2003,0.1410,0.1726,0.3088,-0.0174,
0.847221,0.0313,-0.1882,0.4314,0.1726,0.3088,-0.0174,
0.886886,0.0313,-0.1882,0.4314,0.4488,0.9456,-0.2268,
0.952398,0.0313,-0.1882,0.4314,0.1804,0.2248,0.0000,
0.973021,0.0313,-0.1882,0.4314,0.1804,0.2248,0.0000,
0.973824,0.2178,-0.2450,0.6048,0.1804,0.2248,0.0000,
0.989292,0.2178,-0.2450,0.6048,0.1804,0.2248,0.0000,
1.018089,0.2178,-0.2450,0.6048,0.2028,0.0267,-0.0197,
1.056970,0.2178,-0.2450,0.6048,0.2028,0.0267,-0.0197,
1.057916,0.8435,-0.1171,-0.0762,0.2028,0.0267,-0.0197,
1.084781,0.8435,-0.1171,-0.0762,0.3454,0.2323,-0.1048,
1.121196,0.8435,-0.1171,-0.0762,0.3454,0.2323,-0.1048,
1.122186,0.7210,-0.3348,-0.0509,0.3454,0.2323,-0.1048,
1.149226,0.7210,-0.3348,-0.0509,0.4517,0.3676,-0.2269,
1.187034,0.7210,-0.3348,-0.0509,0.4517,0.3676,-0.2269,
1.187805,0.1159,-0.0066,-0.1904,0.4517,0.3676,-0.2269,
1.214514,0.1159,-0.0066,-0.1904,0.3994,0.3131,-0.2237,
1.252292,0.1159,-0.0066,-0.1904,0.3994,0.3131,-0.2237,
1.254105,-0.2684,0.1756,-0.1839,0.3994,0.3131,-0.2237,
1.280308,-0.2684,0.1756,-0.1839,0.2489,0.1461,-0.1707,
1.317699,-0.2684,0.1756,-0.1839,0.2489,0.1461,-0.1707,
1.318550,-0.3365,0.0952,-0.2209,0.2489,0.1461,-0.1707,
1.346115,-0.3365,0.0952,-0.2209,0.1194,-0.0310,-0.0979,
1.383253,-0.3365,0.0952,-0.2209,0.1194,-0.0310,-0.0979,
1.384298,-0.1336,0.1123,0.0283,0.1194,-0.0310,-0.0979,
1.411061,-0.1336,0.1123,0.0283,0.0040,-0.2072,0.0147,
1.448395,-0.1336,0.1123,0.0283,0.0040,-0.2072,0.0147,
1.449960,0.4778,0.0218,0.1510,0.0040,-0.2072,0.0147,
1.476798,0.4778,0.0218,0.1510,-0.0609,-0.2834,0.0089,
1.513953,0.4778,0.0218,0.1510,-0.0609,-0.2834,0.0089,
1.515087,0.8839,-0.0987,-0.0841,-0.0609,-0.2834,0.0089,
1.542791,0.8839,-0.0987,-0.0841,-0.0609,-0.2491,-0.1162,
1.579724,0.8839,-0.0987,-0.0841,-0.0609,-0.2491,-0.1162,
1.581146,0.8177,-0.1598,-0.1625,-0.0609,-0.2491,-0.1162,
1.608320,0.8177,-0.1598,-0.1625,0.0521,0.0009,-0.1242,
1.644845,0.8177,-0.1598,-0.1625,0.0521,0.0009,-0.1242,
1.646268,0.7015,-0.2471,-0.3789,0.0521,0.0009,-0.1242,
1.673289,0.7015,-0.2471,-0.3789,0.1381,0.1617,-0.1949,
1.713356,0.7015,-0.2471,-0.3789,0.1381,0.1617,-0.1949,
1.714595,-0.0400,-0.0124,-0.1630,0.1381,0.1617,-0.1949,
1.739018,-0.0400,-0.0124,-0.1630,0.0118,0.0854,-0.1828,
1.776088,-0.0400,-0.0124,-0.1630,0.0118,0.0854,-0.1828,
1.776905,0.0980,0.0656,0.0210,0.0118,0.0854,-0.1828,
1.805028,0.0980,0.0656,0.0210,-0.0574,-0.0125,-0.1620,
1.841444,0.0980,0.0656,0.0210,-0.0574,-0.0125,-0.1620,
1.843040,0.4113,-0.0098,-0.0323,-0.0574,-0.0125,-0.1620,
1.869937,0.4113,-0.0098,-0.0323,-0.0417,-0.0405,-0.1778,
1.907098,0.4113,-0.0098,-0.0323,-0.0417,-0.0405,-0.1778,
1.908488,0.2708,-0.1463,-0.1180,-0.0417,-0.0405,-0.1778,
1.934692,0.2708,-0.1463,-0.1180,-0.0145,-0.1144,-0.1495,
1.972555,0.2708,-0.1463,-0.1180,-0.0145,-0.1144,-0.1495,
1.973938,0.2522,-0.1486,-0.0898,-0.0145,-0.1144,-0.1495,
2.001622,0.2522,-0.1486,-0.0898,-0.0086,-0.2245,-0.1162,
2.038252,0.2522,-0.1486,-0.0898,-0.0086,-0.2245,-0.1162,
2.039577,0.3681,-0.1851,-0.0983,-0.0086,-0.2245,-0.1162,
2.066938,0.3681,-0.1851,-0.0983,0.0418,-0.3147,-0.0980,
2.104040,0.3681,-0.1851,-0.0983,0.0418,-0.3147,-0.0980,
2.105787,0.4380,-0.1104,-0.0013,0.0418,-0.3147,-0.0980,
2.131556,0.4380,-0.1104,-0.0013,0.0788,-0.3312,-0.1057,
2.169762,0.4380,-0.1104,-0.0013,0.0788,-0.3312,-0.1057,
2.170504,0.3256,-0.0885,0.0739,0.0788,-0.3312,-0.1057,
2.197214,0.3256,-0.0885,0.0739,0.1046,-0.2952,-0.0574,
2.235928,0.3256,-0.0885,0.0739,0.1046,-0.2952,-0.0574,
2.237984,0.3410,0.0325,0.0458,0.1046,-0.2952,-0.0574,
2.263057,0.3410,0.0325,0.0458,0.0551,-0.1749,-0.0263,
2.300701,0.3410,0.0325,0.0458,0.0551,-0.1749,-0.0263,
2.302678,0.1127,0.6533,0.0641,0.0551,-0.1749,-0.0263,
2.328421,0.1127,0.6533,0.0641,0.0626,0.0032,-0.0194,
2.366477,0.1127,0.6533,0.0641,0.0626,0.0032,-0.0194,
2.368448,-0.0093,1.1032,-0.0627,0.0626,0.0032,-0.0194,
2.393753,-0.0093,1.1032,-0.0627,-0.1449,0.1046,-0.0041,
2.430573,-0.0093,1.1032,-0.0627,-0.1449,0.1046,-0.0041,
2.431402,-0.5590,1.1003,-0.3757,-0.1449,0.1046,-0.0041,
2.459977,-0.5590,1.1003,-0.3757,-0.6672,0.3300,0.0076,
2.495654,-0.5590,1.1003,-0.3757,-0.6672,0.3300,0.0076,
2.496421,-1.4333,0.0418,0.1451,-0.6672,0.3300,0.0076,
2.523892,-1.4333,0.0418,0.1451,-0.6562,0.0863,0.2193,
2.561008,-1.4333,0.0418,0.1451,-0.6562,0.0863,0.2193,
2.561363,-0.7985,-0.9678,0.8847,-0.6562,0.0863,0.2193,
2.589386,-0.7985,-0.9678,0.8847,-0.3838,-0.0793,0.4012,
2.626510,-0.7985,-0.9678,0.8847,-0.3838,-0.0793,0.4012,
2.627293,0.2239,-0.1210,0.3090,-0.3838,-0.0793,0.4012,
2.655180,0.2239,-0.1210,0.3090,-0.2262,-0.1222,-0.0344,
2.692020,0.2239,-0.1210,0.3090,-0.2262,-0.1222,-0.0344,
2.692727,-0.6218,-0.8687,0.5419,-0.2262,-0.1222,-0.0344,
2.720755,-0.6218,-0.8687,0.5419,-0.1788,-0.3780,0.0893,
2.757437,-0.6218,-0.8687,0.5419,-0.1788,-0.3780,0.0893,
2.758318,-0.0473,-0.9884,0.8820,-0.1788,-0.3780,0.0893,
2.786184,-0.0473,-0.9884,0.8820,0.0557,-0.1278,0.1437,
2.823907,-0.0473,-0.9884,0.8820,0.0557,-0.1278,0.1437,
2.824748,0.1945,-1.2490,0.8351,0.0557,-0.1278,0.1437,
2.853138,0.1945,-1.2490,0.8351,0.1797,0.0617,0.2364,
2.888906,0.1945,-1.2490,0.8351,0.1797,0.0617,0.2364,
2.890344,-0.1939,-0.8144,0.8783,0.1797,0.0617,0.2364,
2.917778,-0.1939,-0.8144,0.8783,0.3358,0.0221,0.3571,
2.955263,-0.1939,-0.8144,0.8783,0.3358,0.0221,0.3571,
2.956117,-0.3477,0.0018,0.8249,0.3358,0.0221,0.3571,
2.983187,-0.3477,0.0018,0.8249,0.3366,-0.0501,0.1449,
3.020790,-0.3477,0.0018,0.8249,0.3366,-0.0501,0.1449,
3.021838,-0.6617,1.6711,0.3008,0.3366,-0.0501,0.1449,
3.048164,-0.6617,1.6711,0.3008,0.1046,-0.2335,-0.0706,
3.086302,-0.6617,1.6711,0.3008,0.1046,-0.2335,-0.0706,
3.087623,-0.2053,1.0621,-0.0301,0.1046,-0.2335,-0.0706,
3.113381,-0.2053,1.0621,-0.0301,0.0454,-0.2558,0.1116,
3.152226,-0.2053,1.0621,-0.0301,0.0454,-0.2558,0.1116,
3.153329,-0.0591,-1.0928,1.2002,0.0454,-0.2558,0.1116,
3.180331,-0.0591,-1.0928,1.2002,0.2807,-0.0509,-0.0600,
3.217420,-0.0591,-1.0928,1.2002,0.2807,-0.0509,-0.0600,
3.220679,0.3536,-0.1338,0.2593,0.2807,-0.0509,-0.0600,
3.244592,0.3536,-0.1338,0.2593,0.4504,-0.2700,-0.1944,
3.281814,0.3536,-0.1338,0.2593,0.4504,-0.2700,-0.1944,
3.282887,0.0361,0.1832,-0.9520,0.4504,-0.2700,-0.1944,
3.309933,0.0361,0.1832,-0.9520,0.2706,0.0111,-0.0128,
3.348145,0.0361,0.1832,-0.9520,0.2706,0.0111,-0.0128,
3.349865,0.2390,-0.3106,-0.7593,0.2706,0.0111,-0.0128,
3.375724,0.2390,-0.3106,-0.7593,0.1497,0.1834,0.0041,
3.413146,0.2390,-0.3106,-0.7593,0.1497,0.1834,0.0041,
3.415006,0.5537,-0.0160,-0.6655,0.1497,0.1834,0.0041,
3.441339,0.5537,-0.0160,-0.6655,0.2282,0.1064,-0.0545,
3.478275,0.5537,-0.0160,-0.6655,0.2282,0.1064,-0.0545,
3.479794,0.1256,0.2402,-0.5285,0.2282,0.1064,-0.0545,
3.506567,0.1256,0.2402,-0.5285,0.1988,0.0046,0.0454,
3.544843,0.1256,0.2402,-0.5285,0.1988,0.0046,0.0454,
3.546597,0.3578,-0.3751,-0.3656,0.1988,0.0046,0.0454,
3.573355,0.3578,-0.3751,-0.3656,0.2743,-0.0767,0.0224,
3.608732,0.3578,-0.3751,-0.3656,0.2743,-0.0767,0.0224,
3.609316,0.3697,-0.2663,-0.3764,0.2743,-0.0767,0.0224,
3.637871,0.3697,-0.2663,-0.3764,0.2384,-0.1752,0.0043,
3.675759,0.3697,-0.2663,-0.3764,0.2384,-0.1752,0.0043,
3.677644,0.1027,-0.0258,-0.2914,0.2384,-0.1752,0.0043,
3.703092,0.1027,-0.0258,-0.2914,0.0860,-0.3132,0.0822,
3.741412,0.1027,-0.0258,-0.2914,0.0860,-0.3132,0.0822,
3.743171,0.3343,-0.1115,-0.1121,0.0860,-0.3132,0.0822,
3.770046,0.3343,-0.1115,-0.1121,-0.0502,-0.4603,0.0832,
