time,gFx,gFy,gFz,TgF
0.002086,-0.1243,0.3352,1.0121,1.07
0.005977,-0.1260,0.3340,1.0113,1.07
0.023674,-0.1067,0.3323,1.0189,1.08
0.024137,-0.1067,0.3323,1.0189,1.08
0.035866,-0.1057,0.3323,1.0045,1.06
0.043759,-0.1045,0.3328,0.9913,1.05
0.061300,-0.1123,0.3350,0.9762,1.04
0.069057,-0.1126,0.3323,0.9627,1.02
0.077316,-0.1118,0.3289,0.9486,1.01
0.085503,-0.1133,0.3264,0.9356,1.00
0.094559,-0.1162,0.3264,0.9254,0.99
0.110505,-0.1165,0.3257,0.9164,0.98
0.118764,-0.1152,0.3245,0.9132,0.98
0.131592,-0.1082,0.3174,0.9112,0.97
0.135930,-0.1079,0.3174,0.9132,0.97
0.152157,-0.1077,0.3164,0.9142,0.97
0.160024,-0.1106,0.3167,0.9181,0.98
0.168834,-0.1079,0.3186,0.9188,0.98
0.176893,-0.1128,0.3203,0.9166,0.98
0.186803,-0.1150,0.3211,0.9278,0.99
0.202440,-0.1201,0.3186,0.9466,1.01
0.210166,-0.1167,0.3218,0.9527,1.01
0.219376,-0.1130,0.3199,0.9613,1.02
0.231527,-0.1162,0.3191,0.9671,1.03
0.243702,-0.1214,0.3247,0.9659,1.03
0.252037,-0.1240,0.3269,0.9654,1.03
0.260867,-0.1272,0.3264,0.9654,1.03
0.277649,-0.1214,0.3230,0.9598,1.02
0.285123,-0.1206,0.3181,0.9593,1.02
0.293810,-0.1160,0.3167,0.9586,1.02
0.301839,-0.1150,0.3135,0.9552,1.01
0.310472,-0.1167,0.3091,0.9525,1.01
0.331935,-0.1145,0.3147,0.9332,0.99
0.332393,-0.1145,0.3147,0.9332,0.99
0.343624,-0.1172,0.3181,0.9212,0.98
0.352639,-0.1179,0.3203,0.9129,0.97
0.368778,-0.1214,0.3250,0.9005,0.96
0.376930,-0.1267,0.3284,0.8946,0.96
0.386211,-0.1189,0.3255,0.9007,0.97
0.393557,-0.1216,0.3199,0.9129,0.97
0.410535,-0.1233,0.3181,0.9510,1.01
0.418881,-0.1170,0.3223,0.9583,1.02
0.428787,-0.1038,0.3240,0.9532,1.01
0.435818,-0.0908,0.3289,0.9432,1.00
0.451864,-0.0784,0.3584,0.9122,0.98
0.461550,-0.0828,0.3797,0.8963,0.98
0.469381,-0.0816,0.3953,0.9029,0.99
0.477869,-0.0847,0.4053,0.9190,1.01
0.494361,-0.0762,0.3909,0.9503,1.03
0.502717,-0.0523,0.3755,0.9564,1.03
0.510236,-0.0369,0.3667,0.9598,1.03
0.520190,-0.0254,0.3562,0.9520,1.02
0.528554,-0.0083,0.3426,0.9439,1.00
0.539506,0.0059,0.3145,0.9298,0.98
0.551896,-0.0339,0.3391,0.9410,1.00
0.560236,-0.0781,0.3672,0.9500,1.02
0.568944,-0.0908,0.3733,0.9349,1.01
0.586094,-0.0422,0.3421,0.8702,0.94
0.594985,-0.0251,0.3130,0.8260,0.88
0.602777,-0.0293,0.3023,0.8079,0.86
0.611178,-0.0388,0.2910,0.8075,0.86
0.628278,-0.1277,0.2747,0.9203,0.97
0.641195,-0.1670,0.2759,0.9979,1.05
0.648605,-0.2000,0.2774,1.0546,1.11
0.652540,-0.2105,0.2752,1.0746,1.13
0.669785,-0.1958,0.2530,1.0519,1.10
0.677205,-0.1736,0.2398,1.0213,1.06
0.685554,-0.1460,0.2254,0.9759,1.01
0.695460,-0.1362,0.2132,0.9515,0.98
0.702414,-0.1367,0.2051,0.9542,0.99
0.721812,-0.1785,0.1917,0.9715,1.01
0.727661,-0.2000,0.1873,0.9928,1.03
0.742619,-0.2827,0.1924,1.0184,1.07
0.750999,-0.3096,0.1883,1.0160,1.08
0.753396,-0.3096,0.1883,1.0160,1.08
0.770038,-0.3977,0.1675,0.9659,1.06
0.777156,-0.4129,0.1712,0.9686,1.07
0.787924,-0.4378,0.1902,0.9913,1.10
0.802252,-0.4534,0.1875,1.0008,1.11
0.813911,-0.4334,0.1763,0.9772,1.08
0.819492,-0.4097,0.1741,0.9881,1.08
0.834019,-0.3841,0.2227,0.9593,1.06
0.839421,-0.3946,0.2410,0.9237,1.03
0.851565,-0.4905,0.3194,0.8158,1.00
0.861364,-0.6563,0.4436,0.6873,1.05
0.870607,-0.7186,0.5049,0.6246,1.08
0.877569,-0.7210,0.5254,0.5970,1.07
0.887348,-0.7086,0.5118,0.5767,1.05
0.904641,-0.5843,0.3367,0.5989,0.90
0.910953,-0.6502,0.3557,0.4292,0.86
0.918979,-0.5254,0.4639,0.3489,0.78
0.929300,-0.4673,0.3260,0.7677,0.96
0.943436,-0.4844,0.0298,0.6561,0.82
0.952559,-0.4913,-0.0747,0.5433,0.74
0.960326,-0.4134,-0.0735,0.4583,0.62
0.969154,-0.3643,-0.0454,0.3819,0.53
0.985029,-0.2957,-0.0173,0.1685,0.34
0.994264,-0.3079,-0.0125,0.1372,0.34
1.002153,-0.3101,-0.0129,0.1497,0.34
1.012384,-0.2901,-0.0325,0.2034,0.36
1.029848,-0.2801,-0.1231,0.3411,0.46
1.038130,-0.2549,-0.1629,0.4078,0.51
1.044987,-0.2075,-0.1875,0.4778,0.55
1.052001,-0.1807,-0.1846,0.5181,0.58
1.061322,-0.1990,-0.1675,0.5543,0.61
1.079375,-0.4202,-0.1438,0.6089,0.75
1.085473,-0.5022,-0.1423,0.6180,0.81
1.093868,-0.6475,-0.1499,0.6365,0.92
1.102213,-0.7352,-0.1633,0.6341,0.98
1.118435,-0.8578,-0.1946,0.5923,1.06
1.126889,-0.8766,-0.1890,0.5691,1.06
1.135825,-0.8758,-0.1821,0.5545,1.05
1.143463,-0.8790,-0.1753,0.5435,1.05
1.160599,-0.9085,-0.1868,0.5557,1.08
1.170072,-0.9603,-0.1817,0.5845,1.14
1.177271,-0.9869,-0.1782,0.6089,1.17
1.185981,-1.0382,-0.1829,0.6588,1.24
1.205375,-1.0946,-0.2649,0.7469,1.35
1.211396,-1.1188,-0.2950,0.7613,1.39
1.220079,-1.1566,-0.3133,0.7611,1.42
1.229474,-1.2115,-0.3155,0.7518,1.46
1.240659,-1.2719,-0.3030,0.7369,1.50
1.251954,-1.3114,-0.2581,0.7552,1.54
1.260570,-1.3654,-0.2417,0.7909,1.60
1.269175,-1.3827,-0.2383,0.8270,1.63
1.286167,-1.3649,-0.2708,0.9264,1.67
1.294089,-1.3229,-0.2798,0.9283,1.64
1.302323,-1.2648,-0.2757,0.9254,1.59
1.311723,-1.1906,-0.2678,0.8976,1.51
1.320741,-1.1341,-0.2566,0.8646,1.45
1.335233,-1.0961,-0.2403,0.8070,1.38
1.344225,-1.0929,-0.2405,0.7799,1.36
1.352237,-1.0946,-0.2354,0.7642,1.36
1.361322,-1.0958,-0.2434,0.7408,1.34
1.370322,-1.0995,-0.2578,0.7293,1.34
1.385684,-1.1681,-0.3079,0.7086,1.40
1.394535,-1.2145,-0.3396,0.6990,1.44
1.405561,-1.2628,-0.3763,0.8602,1.57
1.411868,-1.2828,-0.3858,0.9649,1.65
1.431514,-1.2721,-0.3819,1.2057,1.79
1.441231,-1.0602,-0.3174,1.0841,1.55
1.443930,-0.9930,-0.2801,0.7559,1.28
1.453141,-1.0365,-0.3138,0.3440,1.14
1.468977,-0.9151,-0.4683,0.4168,1.11
1.477440,-0.8697,-0.5242,0.4893,1.13
1.485741,-0.8206,-0.5369,0.5303,1.11
1.504002,-0.7247,-0.4820,0.5618,1.04
1.510326,-0.7105,-0.4546,0.5399,1.00
1.518626,-0.7120,-0.4483,0.5081,0.98
1.528930,-0.7142,-0.5015,0.4673,0.99
1.544542,-0.7156,-0.5399,0.4109,0.99
1.552037,-0.7425,-0.5457,0.3890,1.00
1.560267,-0.7826,-0.5291,0.3721,1.02
1.568737,-0.8260,-0.5032,0.3724,1.04
1.586339,-0.9220,-0.4085,0.4009,1.09
1.594596,-0.8731,-0.3702,0.5142,1.08
1.603390,-0.8497,-0.3262,0.5984,1.09
1.610721,-0.8299,-0.2971,0.6309,1.08
1.622084,-0.7159,-0.2476,0.6365,0.99
1.642094,-0.6600,-0.1731,0.4891,0.84
1.649836,-0.6947,-0.1594,0.4248,0.83
1.652327,-0.7049,-0.1582,0.4070,0.83
1.661469,-0.7808,-0.1829,0.3611,0.88
1.678985,-0.8900,-0.3318,0.3252,1.00
1.685717,-0.9205,-0.3660,0.3313,1.04
1.697299,-0.9554,-0.4273,0.3631,1.11
1.710299,-0.9127,-0.4690,0.3560,1.09
1.718746,-0.8768,-0.4786,0.3321,1.05
1.728577,-0.8206,-0.4788,0.2776,0.99
1.738277,-0.8287,-0.4581,0.3008,0.99
1.744373,-0.8355,-0.4412,0.3257,1.00
1.760344,-0.9115,-0.3890,0.3807,1.06
1.769097,-0.9684,-0.3279,0.4197,1.11
1.777155,-0.9439,-0.3326,0.2954,1.04
1.786463,-0.8673,-0.3792,0.0039,0.95
1.795033,-0.8399,-0.3846,-0.1243,0.93
1.810678,-0.7982,-0.5027,-0.2720,0.98
1.820399,-0.7469,-0.5538,-0.0291,0.93
1.829643,-0.6995,-0.5538,0.1870,0.91
1.842107,-0.6751,-0.5254,0.2771,0.90
1.853596,-0.6976,-0.5154,0.2188,0.89
1.860703,-0.7449,-0.5140,0.1746,0.92
1.869627,-0.8028,-0.4834,0.1587,0.95
1.877452,-0.8451,-0.4505,0.1890,0.98
1.894719,-0.8949,-0.4385,0.2339,1.02
1.903955,-0.9374,-0.4717,0.2049,1.07
1.910672,-0.9278,-0.4725,0.1863,1.06
1.920814,-0.9342,-0.4493,0.1526,1.05
1.929458,-0.9559,-0.4439,0.1416,1.06
1.941299,-0.9784,-0.4351,0.1480,1.08
1.948355,-0.9767,-0.4270,0.1629,1.08
1.960434,-0.9688,-0.3946,0.2263,1.07
1.968958,-0.9576,-0.3941,0.2508,1.07
1.986756,-0.8917,-0.4427,0.2842,1.04
1.994548,-0.8802,-0.4436,0.2847,1.03
2.003157,-0.8587,-0.4231,0.2932,1.00
2.012501,-0.7843,-0.4124,0.3018,0.94
2.021628,-0.5467,-0.3941,0.3138,0.74
2.041964,-0.1670,-0.3934,0.2549,0.50
2.042277,-0.1670,-0.3934,0.2549,0.50
2.053025,-0.1763,-0.3694,0.2273,0.47
2.061032,-0.2136,-0.4551,0.1831,0.54
2.078458,-0.5367,-0.4971,0.1128,0.74
2.085722,-0.7486,-0.4781,0.0989,0.89
2.095144,-1.0963,-0.4571,0.0933,1.19
2.103060,-1.4328,-0.4693,0.0803,1.51
2.113648,-1.7228,-0.4849,0.0735,1.79
2.133616,-1.9602,-0.4190,-0.0518,2.01
2.142075,-1.8989,-0.3692,-0.1402,1.94
2.143621,-1.8649,-0.3514,-0.1702,1.91
2.160607,-1.5868,-0.2534,-0.2495,1.63
2.170659,-1.4064,-0.2281,-0.1433,1.43
2.177918,-1.2819,-0.2234,-0.0205,1.30
2.186066,-1.1930,-0.2276,0.0974,1.22
2.195286,-1.1258,-0.2571,0.2659,1.19
2.212308,-1.0880,-0.3035,0.3741,1.19
2.220725,-1.0929,-0.3260,0.3763,1.20
2.227502,-1.1012,-0.3594,0.3496,1.21
2.240555,-1.0570,-0.4014,0.3382,1.18
2.249193,-1.0228,-0.4043,0.3577,1.16
2.260336,-1.0243,-0.4012,0.3719,1.16
2.269847,-0.8385,-0.4327,0.3279,1.00
2.277647,-0.7657,-0.4517,0.2935,0.94
2.288167,-0.6585,-0.4866,0.2205,0.85
2.296816,-0.6451,-0.5237,0.2154,0.86
2.310537,-0.4683,-0.5670,0.0549,0.74
2.319052,-0.3977,-0.5196,0.0259,0.65
2.336820,-0.3943,-0.3702,0.0024,0.54
2.343638,-0.4239,-0.3384,0.0186,0.54
2.352467,-0.5901,-0.3262,0.0569,0.68
2.360940,-0.8849,-0.2954,0.1958,0.95
2.369051,-0.9476,-0.2769,0.2212,1.01
2.379554,-0.9186,-0.2747,0.1939,0.98
2.395062,-0.9198,-0.2617,0.1963,0.98
2.403995,-0.9220,-0.2591,0.2039,0.98
2.413199,-0.9291,-0.2571,0.2383,0.99
2.433482,-0.9225,-0.1770,0.3628,1.01
2.433806,-0.9225,-0.1770,0.3628,1.01
2.441175,-0.8536,-0.0735,0.5125,1.00
2.452069,-0.8946,0.0996,0.6585,1.12
2.460885,-0.9425,0.2522,0.4742,1.08
2.471102,-1.1146,0.1802,0.0234,1.13
2.486522,-1.3959,-0.2263,0.1406,1.42
2.495343,-1.4203,-0.4056,0.1509,1.48
2.504796,-1.3422,-0.4344,0.1467,1.42
2.521821,-1.1954,-0.3814,0.1936,1.27
2.527510,-1.1969,-0.4449,0.1433,1.28
2.541590,-1.1276,-0.3992,-0.0435,1.20
2.553059,-0.8905,-0.3916,-0.2349,1.00
2.560722,-0.6026,-0.3660,-0.3418,0.78
2.569252,-0.4852,-0.3396,-0.2261,0.63
2.578578,-0.4593,-0.2847,0.1182,0.55
2.587292,-0.4881,-0.2368,0.2810,0.61
2.594134,-0.5208,-0.1653,0.4109,0.68
2.604484,-0.5701,-0.1377,0.4583,0.74
2.619074,-0.4041,-0.0957,0.4471,0.61
2.629341,-0.2298,-0.1172,0.3245,0.41
2.638767,0.1904,0.0264,0.3223,0.38
2.649246,0.2124,-0.2288,0.0623,0.32
2.656017,0.1660,-0.2603,0.0361,0.31
2.669965,0.1431,-0.2842,0.0501,0.32
2.678974,0.0921,-0.3433,0.1162,0.37
2.686418,0.0281,-0.3811,0.1582,0.41
2.696977,0.0222,-0.4239,0.1988,0.47
2.713899,0.0972,-0.4253,0.2227,0.49
2.719102,0.0320,-0.3829,0.2302,0.45
2.728552,-0.3448,-0.3929,0.2591,0.58
2.742820,-2.0466,-1.5861,0.1028,2.59
2.753420,-2.5557,-1.9458,0.0549,3.21
2.760730,-2.9234,-2.2561,-0.1533,3.70
2.769458,-2.9324,-2.0542,-0.3230,3.59
2.785965,-2.5230,-1.3322,-0.4864,2.89
2.794104,-2.1653,-1.0970,-0.4366,2.47
2.803021,-1.3129,-0.6182,-0.1716,1.46
2.812753,-0.8038,-0.4559,0.0442,0.93
2.828143,-0.2749,-0.6094,0.4002,0.78
2.835466,-0.1265,-0.7071,0.5696,0.92
2.843556,0.0076,-0.8473,0.7554,1.14
2.852669,0.0464,-0.9198,0.7459,1.19
2.869395,0.0442,-0.8512,0.1470,0.86
2.878937,0.0476,-0.7813,0.0024,0.78
2.886436,0.0347,-0.7298,-0.0281,0.73
2.894165,-0.0063,-0.6795,-0.0488,0.68
2.902990,0.0168,-0.6375,-0.0325,0.64
2.918707,-0.0591,-0.5701,0.0769,0.58
2.927397,-0.0835,-0.5435,0.1050,0.56
2.938097,-0.0618,-0.5594,0.1880,0.59
2.953313,-0.0693,-0.5640,0.1441,0.59
2.960363,-0.1279,-0.5533,0.1360,0.58
2.968812,-0.1839,-0.5853,0.1160,0.62
2.977080,-0.2041,-0.6509,0.1316,0.69
2.985854,-0.2185,-0.7779,0.1087,0.82
3.001956,-0.3533,-1.1576,0.0273,1.21
3.010250,-0.2881,-1.3705,-0.0078,1.40
3.018899,-0.2678,-1.5776,-0.0647,1.60
3.027909,-0.2989,-1.7692,-0.1218,1.80
3.036332,-0.3365,-1.8898,-0.1204,1.92
3.051812,-0.4019,-2.0244,-0.0801,2.07
3.060438,-0.4368,-1.9939,-0.0239,2.04
3.068574,-0.4932,-1.9216,0.0276,1.98
3.077570,-0.5613,-1.5658,0.1038,1.67
3.087596,-0.6751,-0.9684,0.1587,1.19
3.102506,-0.5689,-0.7386,0.1819,0.95
3.112263,-0.4410,-0.7723,0.1870,0.91
3.119493,-0.3611,-0.8092,0.1746,0.90
3.129123,-0.2813,-0.9188,0.1438,0.97
3.147839,-0.2559,-0.9850,0.0823,1.02
3.158925,-0.2876,-0.9410,0.0349,0.98
3.160521,-0.2876,-0.9410,0.0349,0.98
3.170121,-0.2488,-0.9452,-0.0122,0.98
3.185547,-0.1487,-0.9398,-0.0762,0.95
3.193764,-0.1174,-0.9227,-0.1077,0.94
3.203315,-0.1712,-0.8228,-0.1465,0.85
3.212560,-0.1831,-0.8619,-0.1411,0.89
3.222665,-0.0261,-1.1481,-0.1069,1.15
3.240339,0.1939,-1.3400,-0.0640,1.36
3.251422,0.0703,-1.1185,-0.0234,1.12
3.253247,0.0430,-1.0731,-0.0342,1.07
3.271344,-0.1096,-0.8304,-0.0244,0.84
3.279910,-0.1465,-0.8072,0.0139,0.82
3.286358,-0.1782,-0.8004,0.0488,0.82
3.294235,-0.2007,-0.8140,0.0693,0.84
3.303111,-0.2046,-0.8468,0.0632,0.87
3.319910,-0.1997,-0.9159,-0.0154,0.94
3.327825,-0.1948,-0.9466,-0.0496,0.97
3.338922,-0.1841,-0.9955,-0.0921,1.02
3.345185,-0.1902,-1.0045,-0.1033,1.03
3.360890,-0.2810,-1.0008,-0.1411,1.05
3.370088,-0.3506,-0.9859,-0.1580,1.06
3.377698,-0.4143,-0.9669,-0.1770,1.07
3.389073,-0.4859,-0.9566,-0.2000,1.09
3.405359,-0.5054,-0.9488,-0.1936,1.09
3.411039,-0.5003,-0.9461,-0.1841,1.09
3.422047,-0.4949,-0.9312,-0.1641,1.07
3.430155,-0.4937,-0.9156,-0.1572,1.05
3.437335,-0.5059,-0.8907,-0.1565,1.04
3.450972,-0.5408,-0.8668,-0.1475,1.03
3.461971,-0.5272,-0.8895,-0.1326,1.04
3.470747,-0.5320,-0.9220,-0.1304,1.07
3.478599,-0.5411,-0.9312,-0.1399,1.09
3.494432,-0.5594,-0.9386,-0.1751,1.11
3.502942,-0.5355,-0.9576,-0.1890,1.11
3.511305,-0.5206,-0.9652,-0.1878,1.11
3.522073,-0.5106,-0.9522,-0.1785,1.10
3.540675,-0.4498,-0.9105,-0.1243,1.02
3.541639,-0.4483,-0.8988,-0.1106,1.01
3.550589,-0.4046,-0.9098,-0.0452,1.00
3.561260,-0.4700,-0.8556,-0.0332,0.98
3.570135,-0.4908,-0.8497,-0.0606,0.98
3.585663,-0.4288,-0.8900,-0.1126,0.99
3.594184,-0.3477,-0.9081,-0.1321,0.98
3.602443,-0.3120,-0.9186,-0.1480,0.98
3.610526,-0.2998,-0.9320,-0.1524,0.99
3.627814,-0.3206,-0.9510,-0.1433,1.01
3.635613,-0.3247,-0.9564,-0.1370,1.02
3.645710,-0.3150,-0.9576,-0.1184,1.02
3.652627,-0.3008,-0.9588,-0.1028,1.01
3.662871,-0.2710,-0.9554,-0.0798,1.00
3.677259,-0.2427,-0.9422,-0.0554,0.97
3.685684,-0.2332,-0.9320,-0.0479,0.96
3.693885,-0.2183,-0.9330,-0.0439,0.96
3.710832,-0.2100,-0.9417,-0.0447,0.97
3.720738,-0.1931,-0.9400,-0.0366,0.96
3.728660,-0.1985,-0.9425,-0.0264,0.96
3.738144,-0.2215,-0.9469,-0.0071,0.97
3.749993,-0.2578,-0.9522,0.0093,0.99
3.760805,-0.2818,-0.9625,0.0112,1.00
3.769269,-0.2991,-0.9859,-0.0002,1.03
3.778374,-0.3123,-1.0072,-0.0205,1.05
3.787146,-0.3125,-1.0191,-0.0378,1.07
3.802430,-0.3130,-1.0191,-0.0642,1.07
3.813356,-0.3208,-0.9991,-0.0686,1.05
3.822221,-0.3426,-0.9837,-0.0718,1.04
3.840228,-0.3909,-0.9972,-0.0806,1.07
3.840536,-0.3909,-0.9972,-0.0806,1.07
3.852498,-0.4388,-1.0304,-0.0952,1.12
3.861176,-0.4705,-1.0655,-0.1150,1.17
3.872296,-0.5106,-1.0958,-0.1353,1.22
3.886246,-0.5777,-1.1268,-0.1697,1.28
3.897927,-0.6194,-1.1122,-0.1907,1.29
3.906553,-0.6673,-1.0912,-0.1778,1.29
3.911083,-0.6780,-1.0848,-0.1702,1.29
3.922352,-0.7066,-1.0499,-0.1069,1.27
3.940814,-0.7086,-1.0016,0.0129,1.23
3.950812,-0.7286,-0.9798,0.0835,1.22
3.952572,-0.7413,-0.9774,0.1082,1.23
3.970691,-0.8880,-0.9974,0.4246,1.40
3.977969,-0.9200,-1.0228,0.5823,1.49
3.989190,-1.1178,-1.1119,2.6145,3.05
3.996244,-1.1293,-1.1046,1.6603,2.29
4.002983,-1.0797,-1.0770,1.0206,1.84
4.014768,-0.8814,-0.9898,0.0095,1.33
4.029396,-0.8363,-0.9706,-0.2825,1.31
4.038884,-0.8099,-0.9400,-0.3152,1.28
4.049135,-0.8226,-0.9386,-0.3177,1.29
4.057507,-0.7476,-0.9215,-0.3377,1.23
4.069507,-0.5596,-0.9862,-0.3052,1.17
4.077983,-0.4529,-1.1009,-0.2527,1.22
4.087004,-0.4087,-1.1971,-0.2451,1.29
4.102828,-0.3623,-1.3510,-0.3409,1.44
4.113979,-0.3169,-1.3793,-0.4451,1.48
4.119522,-0.2947,-1.3827,-0.4961,1.50
4.130536,-0.2525,-1.3378,-0.6429,1.51
4.148749,-0.0945,-1.2516,-0.6844,1.43
4.149045,-0.0945,-1.2516,-0.6844,1.43
4.160891,-0.1074,-1.2213,-0.6155,1.37
4.169166,-0.1541,-1.2030,-0.4268,1.29
4.187040,-0.2730,-1.1190,0.8377,1.42
4.194549,-0.2769,-1.1124,0.8924,1.45
4.202799,-0.2864,-1.1171,0.4336,1.23
4.212839,-0.3565,-1.0944,0.1660,1.16
4.220554,-0.3387,-1.0536,-0.0818,1.11
4.240822,-0.3821,-0.9513,-0.2586,1.06
4.249631,-0.3858,-0.9254,-0.2512,1.03
4.252883,-0.3838,-0.9076,-0.2285,1.01
4.261354,-0.3728,-0.8819,-0.1951,0.98
4.278251,-0.3194,-0.8497,-0.1922,0.93
4.285981,-0.2803,-0.8397,-0.1880,0.90
4.294024,-0.2461,-0.8233,-0.1668,0.88
4.302875,-0.1675,-0.7955,-0.1294,0.82
4.320734,-0.0481,-0.7669,-0.1025,0.78
4.329059,-0.0254,-0.7491,-0.0940,0.76
4.335760,0.0137,-0.7178,-0.0737,0.72
4.346071,0.0486,-0.6868,-0.0628,0.69
4.360526,0.0991,-0.6395,-0.0557,0.65
4.369179,0.1096,-0.6102,-0.0469,0.62
4.377814,0.1038,-0.5818,-0.0278,0.59
4.386548,0.0798,-0.5540,-0.0242,0.56
4.397308,0.0359,-0.5547,-0.0085,0.56
4.410847,-0.0408,-0.5726,0.0208,0.57
4.419470,-0.0740,-0.5848,0.0371,0.59
4.428067,-0.1001,-0.5943,0.0435,0.60
4.445878,-0.1853,-0.6099,0.0913,0.64
4.452760,-0.2241,-0.6104,0.1245,0.66
4.461275,-0.2752,-0.6260,0.1716,0.71
4.469704,-0.3142,-0.6570,0.2188,0.76
4.477958,-0.3870,-0.7139,0.3145,0.87
4.494329,-0.5228,-0.8302,0.5091,1.11
4.504175,-0.6275,-0.9249,0.5440,1.24
4.510695,-0.6903,-0.9645,0.5040,1.29
4.519086,-0.7415,-1.0016,0.4488,1.32
4.539741,-0.7965,-1.0216,0.3968,1.35
4.540667,-0.8084,-1.0130,0.4056,1.36
4.553670,-0.9215,-0.9254,0.4822,1.39
4.560725,-1.0253,-0.8949,0.5084,1.45
4.579118,-1.1866,-0.9579,0.3540,1.57
4.587654,-1.1730,-1.0104,0.3387,1.58
4.594349,-1.0675,-1.0697,0.3401,1.55
4.602281,-0.9127,-1.1332,0.2791,1.48
4.611163,-0.7281,-1.2035,0.0942,1.41
4.628224,-0.4959,-1.4352,-0.1587,1.53
4.637851,-0.4541,-1.6615,-0.1926,1.73
4.649492,-0.5748,-2.2385,-0.1475,2.32
4.666234,-0.5501,-1.9885,-0.2285,2.08
