0.007933,-0.1537,0.9516,0.1549,0.98
0.053292,-0.1919,0.9596,0.1376,0.99
0.104160,-0.2085,0.9598,0.1604,1.00
0.153725,-0.2387,0.9493,0.1620,0.99
0.204172,-0.2573,0.9626,0.1312,1.00
0.253184,-0.2334,0.9656,0.1422,1.00
0.303131,-0.2245,0.9521,0.1353,0.99
0.354341,-0.2202,0.9706,0.1345,1.00
0.404257,-0.2192,0.9653,0.1262,1.00
0.454145,-0.2295,0.9678,0.1119,1.00
0.502831,-0.2039,1.0110,0.1011,1.04
0.553557,-0.1511,1.0116,0.0875,1.03
0.603574,-0.0845,0.9211,0.1309,0.93
0.653475,-0.0713,0.9662,0.1888,0.99
0.703849,-0.1121,1.0783,0.1481,1.09
0.761768,-0.0653,0.9579,0.1220,0.97
0.804810,-0.0355,0.9489,0.1817,0.97
0.861999,-0.0808,0.9367,0.1364,0.95
0.912333,-0.1024,0.9591,0.1193,0.97
0.962224,-0.0910,0.9233,0.1636,0.94
1.013905,-0.0894,0.9127,0.1469,0.93
1.063950,-0.0938,0.9767,0.1257,0.99
1.112259,-0.0675,1.0479,0.1566,1.06
1.163275,-0.0309,1.1063,0.2211,1.13
1.213968,-0.0101,1.2576,0.2245,1.28
1.262704,-0.0223,1.3004,0.0251,1.30
1.311926,-0.0567,1.1096,-0.1478,1.12
1.362376,-0.0557,0.7304,-0.1796,0.75
1.412253,-0.0711,0.8010,-0.0486,0.81
1.463010,-0.0530,1.0651,-0.1237,1.07
1.511478,0.0476,1.0048,-0.0993,1.01
1.563333,-0.1251,0.9275,0.0731,0.94
1.612678,-0.0979,0.9615,0.0642,0.97
1.661728,-0.0330,0.9734,0.0399,0.97
1.712024,-0.0035,0.9575,0.0454,0.96
1.762820,-0.0784,0.9818,-0.0311,0.99
1.812588,-0.2614,0.9676,-0.0410,1.00
1.863269,-0.2482,0.9413,0.0404,0.97
1.912904,-0.1308,1.0102,-0.1202,1.03
1.961840,0.1486,1.2302,-0.1846,1.25
2.011626,0.0529,1.1653,-0.1686,1.18
2.063040,0.0535,0.9206,-0.0475,0.92
2.112359,0.0032,0.9776,-0.0315,0.98
2.170624,-0.0572,0.8961,-0.0197,0.90
2.212704,-0.0873,0.9334,-0.0271,0.94
2.269877,-0.0294,1.0149,0.0436,1.02
2.319769,-0.0533,1.0638,0.0598,1.07
2.369397,-0.0618,0.9568,0.0816,0.96
2.420864,-0.1056,0.9307,0.1284,0.95
2.469682,-0.1123,0.9612,0.1499,0.98
2.519346,-0.0897,1.0195,0.1494,1.03
2.570052,0.1362,1.2489,0.1169,1.26
2.620536,0.0131,1.4091,-0.2823,1.44
2.669682,-0.1159,0.8203,-0.2016,0.85
2.719913,-0.0219,0.6177,0.0064,0.62
