0.007755,-0.0747,0.9950,0.1099,1.00
0.060922,-0.0742,0.9881,0.1250,1.00
0.107121,-0.0727,0.9843,0.1148,0.99
0.160973,-0.0796,0.9875,0.1240,1.00
0.211913,-0.0674,0.9906,0.1251,1.00
0.261149,-0.0713,0.9916,0.1217,1.00
0.310582,-0.0689,0.9920,0.1348,1.00
0.361155,-0.0669,0.9895,0.1344,1.00
0.410408,-0.0596,0.9842,0.1329,0.99
0.464373,-0.0576,0.9828,0.1364,0.99
0.510639,-0.0562,0.9974,0.1379,1.01
0.560310,-0.0436,1.0120,0.1552,1.02
0.610647,-0.0188,1.0170,0.1720,1.03
0.665565,-0.0316,1.0211,0.2006,1.04
0.712571,-0.0367,0.9810,0.2053,1.00
0.764109,-0.0541,0.9568,0.2250,0.98
0.811490,-0.0858,0.9513,0.2082,0.98
0.861772,-0.0617,0.9847,0.2129,1.01
0.911193,-0.0637,0.9428,0.1907,0.96
0.961970,-0.0452,0.9400,0.1953,0.96
1.011415,-0.0037,0.9504,0.1658,0.96
1.061662,-0.0544,0.9421,0.1781,0.96
1.110891,-0.0223,0.9612,0.1931,0.98
1.160863,0.0561,0.9858,0.2012,1.01
1.210234,0.0771,0.9879,0.2019,1.01
1.262324,0.0573,0.9619,0.1937,0.98
1.311387,0.0510,0.9511,0.1873,0.97
1.363324,0.0150,0.9254,0.2059,0.95
1.411209,-0.0288,0.8979,0.2469,0.93
1.461754,-0.0830,1.1735,0.1664,1.19
1.512419,0.0013,1.5103,-0.6638,1.65
1.569513,-0.0346,0.6807,0.0442,0.68
1.619601,-0.1505,0.5762,0.2798,0.66
1.669308,-0.2543,1.2098,-0.1397,1.24
1.719035,-0.0669,1.2443,-0.1609,1.26
1.769475,-0.0615,0.9130,0.1355,0.93
1.819077,-0.1214,0.8839,0.1797,0.91
1.870875,-0.2287,0.9855,0.1608,1.02
1.920506,-0.1387,1.0307,0.2233,1.06
1.970333,-0.0344,1.0718,0.1931,1.09
2.018936,-0.0032,1.0150,0.2009,1.03
2.070824,-0.0933,1.3166,0.0602,1.32
2.119473,0.0974,1.0946,-0.1789,1.11
2.171185,-0.0585,0.7689,-0.0985,0.78
2.219290,-0.1627,1.0332,-0.0247,1.05
2.269923,-0.1812,1.1043,-0.0952,1.12
2.319736,0.0152,0.7524,0.0416,0.75
2.369642,0.0136,0.7500,0.1050,0.76
2.419064,0.0158,0.9161,0.0659,0.92
2.471120,0.0051,0.9849,0.0530,0.99
2.521358,0.0079,0.9742,0.1276,0.98
2.571214,0.0604,1.0255,0.1054,1.03
2.619966,0.0989,1.0688,0.2298,1.10
2.672791,0.0032,1.0527,0.2572,1.08
2.719840,0.0042,0.8684,0.2553,0.91
2.773418,0.1022,0.9920,0.0572,1.00
2.819938,-0.0004,1.3575,-0.7197,1.54
2.871652,-0.1652,0.7686,0.0099,0.79
2.927291,0.1397,1.1163,0.1903,1.14
2.973339,-0.0651,1.1456,-0.2033,1.17
3.028931,-0.2182,0.8910,0.1653,0.93
3.072551,-0.1796,0.9597,0.1489,0.99
3.128051,-0.1063,0.9240,0.0425,0.93
3.172416,-0.0640,0.8567,0.1619,0.87
