2.339754,-0.0004,-0.6736,-0.3207,0.75,abnormal
2.397911,0.2318,-1.2683,0.539,1.4,abnormal
2.447339,-0.1096,-1.1465,0.212,1.17,abnormal
2.49874,-0.1089,-0.3803,0.08,0.4,abnormal
2.547724,0.2476,-1.4032,1.0974,1.8,abnormal
2.596303,-0.8692,-1.7371,-0.0334,1.94,abnormal
2.64707,-0.4407,-0.8083,0.3345,0.98,abnormal
2.696466,-0.4837,-0.5663,0.134,0.76,abnormal
2.746294,-0.3424,-0.5648,0.0825,0.67,abnormal
2.79754,-0.4534,-0.9688,0.1838,1.09,abnormal
2.847018,-0.3179,-0.9274,0.2237,1.01,abnormal
2.897094,0.3315,-1.1532,0.3189,1.24,abnormal
2.946353,0.3002,-1.9544,0.1925,1.99,abnormal
2.997954,0.2551,-1.5933,0.1174,1.62,abnormal
3.046468,0.4969,-0.506,1.2159,1.41,abnormal
3.09675,0.2986,-0.4662,-0.3889,0.68,abnormal
3.147332,-0.0144,-0.331,0.0385,0.33,abnormal
3.197281,-0.5051,-0.8642,-0.0497,1,abnormal
3.24666,-0.6523,-0.7279,0.3596,1.04,abnormal
3.296433,-0.713,-0.3832,0.2917,0.86,abnormal
3.346261,-0.9568,-2.0917,0.5011,2.35,abnormal
3.396543,-0.5571,-1.489,-0.5295,1.68,abnormal
3.445946,-0.3238,-0.7605,0.605,1.02,abnormal
3.496271,-0.1036,-0.8899,0.7592,1.17,abnormal
3.546051,-0.0349,-0.9254,0.4162,1.02,abnormal
3.596305,0.7827,-1.3407,0.4197,1.61,abnormal
3.645989,0.7091,-2.3612,-1.7161,3,abnormal
3.696491,1.0163,-0.771,0.0724,1.28,abnormal
3.74619,0.8822,-0.5495,-0.5231,1.16,abnormal
3.797047,0.1622,-0.956,-0.1867,0.99,abnormal
3.846594,0.0474,-1.1146,0.0222,1.12,abnormal
3.89709,-0.6762,-1.4466,0.0892,1.6,abnormal
3.948104,-0.6126,-0.4281,0.2951,0.8,abnormal
4.005011,-0.0841,0.1464,0.3834,0.42,abnormal
4.054201,-0.0819,-0.1442,0.3751,0.41,abnormal
4.10778,-1.2935,-1.2639,0.553,1.89,abnormal
4.154566,-1.5229,-2.209,0.6725,2.77,abnormal
4.200329,-0.3559,-0.544,0.1678,0.67,abnormal
4.254392,0.4979,-0.4913,0.2984,0.76,abnormal
4.305091,0.099,-0.944,0.1806,0.97,abnormal
4.35512,0.0288,-0.5419,-0.01,0.54,abnormal
4.405969,-0.1521,-2.3677,0.8632,2.52,abnormal
4.455144,0.4505,-2.0846,-0.2367,2.15,abnormal
4.505383,0.6917,-0.4985,-0.4371,0.96,abnormal
4.555637,0.6459,-0.8126,0.0579,1.04,abnormal
4.605336,0.5957,-0.6802,0.2334,0.93,abnormal
4.655178,0.3541,-0.5732,0.1959,0.7,abnormal
4.705376,0.5033,-0.4952,0.3048,0.77,abnormal
4.755434,0.6616,-0.6487,0.1511,0.94,abnormal
4.805902,0.5168,-1.0643,0.1112,1.19,abnormal
4.855035,0.1761,-1.2518,0.2094,1.28,abnormal
4.905328,0.0413,-0.2812,0.1002,0.3,abnormal
4.954199,0.2486,0.1076,0.002,0.27,abnormal
