2.813983,-0.2125,-0.9789,0.375,1.07,normal
2.858103,-0.325,-0.9305,0.4909,1.1,normal
2.915438,-0.0944,-0.944,0.2766,0.99,normal
2.960637,0.0067,-0.8683,0.2364,0.9,normal
3.014576,0.2447,-0.8871,0.2987,0.97,normal
3.063889,0.3614,-0.8934,0.3708,1.03,normal
3.113883,0.4908,-0.9535,0.3266,1.12,normal
3.165073,0.7272,-1.1761,0.2318,1.4,normal
3.214345,0.55,-1.3828,-0.3376,1.53,normal
3.264391,-0.0488,-1.1919,0.1444,1.2,normal
3.314657,-0.1928,-1.7937,-0.1048,1.81,normal
3.365337,-0.2249,-1.1283,-0.0293,1.15,normal
3.414497,-0.1357,-0.7004,0.1898,0.74,normal
3.464773,-0.2635,-0.7034,0.0512,0.75,normal
3.514792,-0.2428,-0.506,0.2231,0.6,normal
3.567548,-0.0642,-0.3609,0.2692,0.45,normal
3.613959,0.0108,-0.5933,0.3354,0.68,normal
3.668269,1.926,-2.715,-4.5778,5.66,normal
3.713925,0.4036,-1.4408,1.0077,1.8,normal
3.766036,0.0278,-0.6231,0.2178,0.66,normal
3.814762,0.5892,-1.1782,0.0897,1.32,normal
3.866049,-0.0969,-0.8239,0.3182,0.89,normal
3.914744,-0.125,-0.986,0.383,1.07,normal
3.966206,-0.1546,-1.0032,0.3022,1.06,normal
4.014228,-0.2583,-0.6842,0.3655,0.82,normal
4.064492,-0.0754,-0.8972,0.3765,0.98,normal
4.122173,0.0148,-0.9651,0.2183,0.99,normal
4.166064,0.2729,-1.0367,0.1737,1.09,normal
4.223243,0.499,-1.0024,0.0816,1.12,normal
4.274252,0.5143,-0.9783,0.4238,1.18,normal
4.323326,0.7833,-1.3223,0.0842,1.54,normal
4.369104,0.4028,-1.1739,0.2838,1.27,normal
4.423209,0.0287,-1.2463,0.217,1.27,normal
4.472425,-0.0219,-1.674,0.0031,1.67,normal
4.523561,-0.175,-0.9113,0.1127,0.93,normal
4.573061,-0.2442,-0.7155,0.2688,0.8,normal
4.623074,-0.4117,-0.5721,0.1901,0.73,normal
4.674502,-0.2969,-0.3708,0.1458,0.5,normal
4.723241,-0.1169,-0.5625,0.3048,0.65,normal
4.770899,0.2988,-1.3577,-0.6829,1.55,normal
4.822329,0.4977,-1.8653,-0.1732,1.94,normal
4.87244,0.4348,-0.6224,0.4782,0.9,normal
4.922083,0.7001,-1.2109,0.2314,1.42,normal
4.972058,0.1029,-0.6466,0.1051,0.66,normal
5.02337,0.0129,-1.0253,0.4463,1.12,normal
5.072205,-0.0324,-0.9816,0.4267,1.07,normal
5.123802,-0.0852,-0.9729,0.1648,0.99,normal
5.172194,-0.037,-0.9213,0.3084,0.97,normal
5.222204,0.0189,-0.9354,0.299,0.98,normal
5.27281,0.0857,-0.9221,0.2918,0.97,normal
5.323239,0.1343,-0.8975,0.3211,0.96,normal
5.37825,0.1875,-0.9112,0.3937,1.01,normal
5.423343,0.3493,-1.1041,0.635,1.32,normal
5.473061,0.2161,-0.7667,0.143,0.81,normal
5.523276,0.3528,-1.339,0.2664,1.41,normal
5.581102,-0.2488,-1.1558,0.3865,1.24,normal
5.630397,-0.2371,-1.1131,0.2238,1.16,normal
5.674093,-0.2672,-1.1946,-0.0895,1.23,normal
5.731232,-0.3804,-0.8089,0.0677,0.9,normal
5.781252,-0.425,-0.6203,0.1722,0.77,normal
5.830477,-0.2234,-0.5968,0.1232,0.65,normal
5.880825,-0.032,-0.7702,0.1248,0.78,normal
5.93186,0.2285,-0.9629,0.0938,0.99,normal
5.981356,0.5673,-1.1091,0.0738,1.25,normal
6.03135,0.4523,-1.0973,0.1427,1.2,normal
6.080799,0.4247,-1.3901,0.4077,1.51,normal
6.130624,0.0012,-0.7623,0.1525,0.78,normal
6.180876,0.0215,-0.8148,0.2212,0.84,normal
6.231087,0.0061,-1.3236,0.6383,1.47,normal
6.28121,-0.1242,-0.8167,0.2419,0.86,normal
6.331398,-0.1062,-0.8437,0.4234,0.95,normal
6.379804,-0.051,-0.8958,0.4197,0.99,normal
6.431277,0.083,-0.8944,0.3125,0.95,normal
6.480625,0.2006,-1.0599,0.2696,1.11,normal
6.531306,0.3818,-1.0679,0.093,1.14,normal
6.581712,0.3347,-0.9754,0.3536,1.09,normal
6.631853,0.3203,-1.1218,0.2741,1.2,normal
