time,gFx,gFy,gFz,TgF
10.307881,-0.3901,-1.0249,0.1245,1.10
10.355702,-0.6270,-0.6315,0.3359,0.95
10.409874,-0.6155,-0.7558,-0.0827,0.98
10.457088,-0.4809,-0.8412,-0.3948,1.05
10.507870,-0.0485,-0.7735,-0.2002,0.80
10.557429,0.2219,-0.7949,0.3443,0.89
10.612382,-0.8359,-0.9107,0.9386,1.55
10.664777,-1.4345,-0.5109,0.0851,1.53
10.714183,-0.6659,-1.2850,0.0751,1.45
10.764072,-0.1265,-1.6541,-0.0430,1.66
10.809004,-0.0067,-0.6526,-0.0626,0.66
10.864648,-0.0921,-0.5923,-0.0801,0.60
10.916364,-0.3564,-1.0698,-0.1896,1.14
10.964257,-0.2636,-0.8752,-0.2210,0.94
11.011525,-0.4422,-0.7568,-0.0013,0.88
11.063751,-0.7088,-0.9341,0.1229,1.18
11.113761,-0.5368,-0.8506,0.3243,1.06
11.164788,-0.4874,-0.8942,0.2064,1.04
11.214028,-0.5128,-0.9804,0.0213,1.11
11.264545,-0.7601,-1.0314,0.0239,1.28
11.314981,-0.8272,-1.0226,0.3615,1.36
11.364696,-0.4345,-1.1320,0.0338,1.21
11.414454,-0.3686,-1.5508,-0.0449,1.59
11.465153,-0.5629,-0.6167,0.2521,0.87
11.513636,-0.6375,-0.7150,-0.0027,0.96
11.564287,-0.5048,-0.8092,-0.3197,1.01
11.616455,-0.0825,-0.7190,-0.2879,0.78
11.665097,0.2337,-0.6765,0.0899,0.72
11.716927,-0.3120,-1.1612,1.1434,1.66
11.765342,-1.5113,-0.5305,0.2180,1.62
11.817602,-0.6888,-0.6598,0.0557,0.96
11.864338,-0.5435,-2.2208,0.0740,2.29
11.914248,-0.0416,-0.7514,0.0083,0.75
11.973464,-0.1162,-0.6282,-0.0604,0.64
12.015604,-0.4239,-1.1443,-0.0769,1.22
12.073639,-0.2823,-0.8514,-0.2196,0.92
12.116757,-0.3236,-0.6527,-0.0895,0.73
12.173449,-0.4376,-0.8323,-0.0763,0.94
12.222168,-0.4431,-1.0639,0.1848,1.17
12.272781,-0.6353,-0.8675,0.3131,1.12
12.317240,-0.6448,-0.9413,0.1848,1.16
12.372652,-0.6856,-0.8667,-0.0643,1.11
12.423391,-0.7590,-1.0503,0.0219,1.30
12.473175,-0.4746,-0.9601,0.1510,1.08
12.525476,-0.3767,-1.3674,-0.1250,1.42
12.572664,-0.3280,-1.3054,0.2782,1.37
12.626888,-0.4967,-0.6231,0.4111,0.90
12.672296,-0.5646,-0.7971,0.0311,0.98
12.722851,-0.4766,-0.7994,-0.2911,0.98
12.771865,-0.0380,-0.6778,-0.1942,0.71
12.822173,0.1376,-0.6334,0.0806,0.65
