0.693909,-0.063,0.9842,0.1261,0.99,normal
0.743868,-0.0625,0.9853,0.1207,0.99,normal
0.79351,-0.0635,0.9769,0.1328,0.99,normal
0.845589,-0.0454,0.9726,0.1354,0.98,normal
0.894945,-0.0303,0.986,0.121,0.99,normal
0.945094,-0.022,0.9847,0.1137,0.99,normal
0.994942,-0.0136,0.9823,0.1162,0.99,normal
1.043976,-0.0138,1.0028,0.11,1.01,normal
1.093455,0.0311,1.006,0.1279,1.01,normal
1.144754,0.0265,1.0196,0.1982,1.04,normal
1.193465,-0.0067,1.0324,0.1409,1.04,normal
1.243746,0.0416,0.9837,0.122,0.99,normal
1.294968,0.0488,0.9221,0.1569,0.94,normal
1.347695,-0.0002,0.9565,0.1235,0.96,normal
1.393533,0.0295,0.9602,0.1247,0.97,normal
1.443744,0.0716,0.9419,0.145,0.96,normal
1.49528,0.054,0.9554,0.1508,0.97,normal
1.55157,0.043,0.984,0.1503,1,normal
1.595569,0.0535,1.0079,0.1705,1.02,normal
1.653036,0.0669,1.0361,0.1898,1.06,normal
1.706155,0.1259,1.1234,0.1942,1.15,normal
1.751959,0.1147,1.1856,0.1412,1.2,normal
1.802317,0.1145,1.1786,0.0305,1.18,normal
1.851423,0.0668,0.9184,-0.0557,0.92,normal
1.90181,-0.0503,0.7159,-0.1196,0.73,normal
1.951302,-0.0222,1.0425,0.0038,1.04,normal
2.001878,0.1003,1.1316,-0.0382,1.14,normal
2.053284,-0.0193,0.9151,0.0173,0.92,normal
2.102715,-0.0414,0.7885,0.1125,0.8,normal
2.152375,0.0162,0.9119,0.1107,0.92,normal
2.2015,-0.0372,0.9971,0.1405,1.01,normal
2.252367,-0.0507,0.9616,0.1734,0.98,normal
2.302196,-0.0215,1.0552,0.1385,1.06,normal
2.352947,-0.1435,1.2687,0.2205,1.3,normal
2.402424,-0.122,1.2534,0.268,1.29,normal
2.452844,-0.0697,1.166,-0.2072,1.19,normal
2.502515,0.1602,0.904,-0.3189,0.97,normal
2.552116,0.2179,0.8647,0.0643,0.89,normal
2.60311,-0.0433,0.9938,-0.0215,0.99,normal
2.65145,-0.0901,0.9274,-0.0803,0.94,normal
2.701423,-0.0093,0.783,0.1605,0.8,normal
2.751321,0.0156,0.8617,0.0958,0.87,normal
2.801757,-0.0396,0.925,0.1123,0.93,normal
2.851918,-0.0758,0.9852,0.1855,1.01,normal
2.902104,-0.0372,1.1236,0.1104,1.13,normal
2.959809,0.1815,1.2306,0.2747,1.27,normal
3.003203,0.1157,1.1712,0.1861,1.19,normal
3.0602,0.0368,1.0674,-0.3385,1.12,normal
3.110077,-0.0966,0.9884,-0.2274,1.02,normal
3.160899,-0.047,1.0849,0.0394,1.09,normal
3.20404,0.1267,0.9855,0.0452,0.99,normal
3.261088,0.0443,0.7137,0.0353,0.72,normal
3.311908,-0.0558,0.7977,0.1622,0.82,normal
3.360138,-0.087,0.9822,0.1868,1,normal
3.409446,-0.0754,0.9444,0.1633,0.96,normal
3.459814,0.0483,0.9164,0.1998,0.94,normal
3.50935,0.0314,0.9496,0.1705,0.97,normal
3.559925,-0.234,1.2119,0.2147,1.25,normal
3.609556,0.0131,1.4165,0.2665,1.44,normal
3.660648,0.0844,1.117,-0.1271,1.13,normal
3.710503,0.0946,0.8354,-0.211,0.87,normal
3.760768,-0.0253,1.0259,0.1388,1.04,normal
3.810666,-0.1395,1.1708,-0.0018,1.18,normal
3.859292,-0.0533,0.7728,-0.0389,0.78,normal
3.909823,0.0396,0.6565,0.1817,0.68,normal
3.961002,0.1218,0.8866,0.1612,0.91,normal
4.012194,0.0289,0.9778,0.1112,0.98,normal
4.059514,0.0178,0.9574,0.1671,0.97,normal
4.110427,0.1218,0.9963,0.2423,1.03,normal
4.159636,-0.0124,1.1781,0.2265,1.2,normal
4.21913,0.0946,1.1834,0.2226,1.21,normal
4.259996,0.1513,1.2335,-0.3138,1.28,normal
4.310241,0.07,0.9958,-0.3108,1.05,normal
4.360316,0.1795,1.0959,0.0745,1.11,normal
4.418795,0.2093,0.9402,-0.0705,0.97,normal
4.461606,0.0363,0.7566,-0.046,0.76,normal
4.519605,-0.0634,0.9264,0.0253,0.93,normal
4.570229,0.0096,0.9755,-0.0017,0.98,normal
4.620237,-0.0012,0.9559,0.0713,0.96,normal
4.668548,-0.0183,0.9483,0.098,0.95,normal
4.71785,-0.0591,1.011,0.0052,1.01,normal
4.768392,-0.096,1.0389,0.0042,1.04,normal
4.817716,-0.0059,0.941,0.0434,0.94,normal
4.86902,0.4071,1.3982,-0.1172,1.46,normal
4.917742,0.1678,1.0035,-0.109,1.02,normal
4.967841,0.0485,0.9195,0.0403,0.92,normal
