
time,ax,ay,az,wx,wy,wz,
0.025275,0.0000,0.0000,0.0000,-0.0252,-0.0234,0.0027,
0.025478,0.0000,0.0000,0.0000,-0.0252,-0.0234,0.0027,
0.035973,0.0000,0.0000,0.0000,0.0003,-0.0122,-0.0046,
0.078348,0.0000,0.0000,0.0000,0.0003,-0.0122,-0.0046,
0.098023,0.0000,0.0000,0.0000,0.0078,0.0125,-0.0147,
0.143182,0.0000,0.0000,0.0000,0.0078,0.0125,-0.0147,
0.163464,0.0000,0.0000,0.0000,0.0145,0.0031,-0.0205,
0.210603,0.0000,0.0000,0.0000,0.0145,0.0031,-0.0205,
0.230563,0.0000,0.0000,0.0000,0.0148,0.0113,-0.0177,
0.274489,0.0000,0.0000,0.0000,0.0148,0.0113,-0.0177,
0.295196,0.0000,0.0000,0.0000,0.0451,0.0770,-0.0137,
0.340458,0.0000,0.0000,0.0000,0.0451,0.0770,-0.0137,
0.360376,0.0000,0.0000,0.0000,0.0921,0.1607,-0.0208,
0.406254,0.0000,0.0000,0.0000,0.0921,0.1607,-0.0208,
0.426945,0.0000,0.0000,0.0000,0.0774,0.2007,0.0790,
0.471250,0.0000,0.0000,0.0000,0.0774,0.2007,0.0790,
0.488301,-0.4016,0.0419,0.2600,0.0774,0.2007,0.0790,
0.491030,-0.4016,0.0419,0.2600,0.0791,0.1414,0.0426,
0.536717,-0.4016,0.0419,0.2600,0.0791,0.1414,0.0426,
0.553917,0.0990,-0.4119,0.4733,0.0791,0.1414,0.0426,
0.556508,0.0990,-0.4119,0.4733,-0.2671,-0.1287,0.0070,
0.602790,0.0990,-0.4119,0.4733,-0.2671,-0.1287,0.0070,
0.618646,0.4240,-0.8417,0.1988,-0.2671,-0.1287,0.0070,
0.623548,0.4240,-0.8417,0.1988,-0.1969,-0.1028,-0.2764,
0.667603,0.4240,-0.8417,0.1988,-0.1969,-0.1028,-0.2764,
0.684627,0.2612,-2.2101,1.7998,-0.1969,-0.1028,-0.2764,
0.687359,0.2612,-2.2101,1.7998,-0.1471,-0.1897,-0.7045,
0.733546,0.2612,-2.2101,1.7998,-0.1471,-0.1897,-0.7045,
0.750356,0.3994,-1.2843,0.9657,-0.1471,-0.1897,-0.7045,
0.754455,0.3994,-1.2843,0.9657,-0.1278,0.3290,-1.0730,
0.799517,0.3994,-1.2843,0.9657,-0.1278,0.3290,-1.0730,
0.815146,-0.6497,-0.5221,1.1931,-0.1278,0.3290,-1.0730,
0.819390,-0.6497,-0.5221,1.1931,0.0209,0.5939,-0.5231,
0.864437,-0.6497,-0.5221,1.1931,0.0209,0.5939,-0.5231,
0.881703,-0.1123,2.7748,0.8959,0.0209,0.5939,-0.5231,
0.885134,-0.1123,2.7748,0.8959,0.2538,0.4604,-0.0878,
0.929400,-0.1123,2.7748,0.8959,0.2538,0.4604,-0.0878,
0.946856,-0.8074,0.8120,0.4373,0.2538,0.4604,-0.0878,
0.949713,-0.8074,0.8120,0.4373,0.7366,0.2734,-0.0099,
0.995210,-0.8074,0.8120,0.4373,0.7366,0.2734,-0.0099,
1.011354,0.1516,0.1807,-1.1666,0.7366,0.2734,-0.0099,
1.014908,0.1516,0.1807,-1.1666,0.5319,0.2222,0.2653,
